path,filename,class
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/From Parrots to Von Neumanns- How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI.md,From Parrots to Von Neumanns- How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Relational recurrent neural networks.md,Relational recurrent neural networks,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Neural Programmer-Interpreters (NPI).md,Neural Programmer-Interpreters (NPI),3
"/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Dyna, an Integrated Architecture for Learning, Planning, and Reacting.md","Dyna, an Integrated Architecture for Learning, Planning, and Reacting",3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/DreamCoder.md,DreamCoder,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Beyond Brute Force- A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2.md,Beyond Brute Force- A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Fixed Point Diffusion Models (FPDM).md,Fixed Point Diffusion Models (FPDM),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md,LeaF- Learning Frames for 4D Point Cloud Sequence Understanding,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Precise Zero-Shot Dense Retrieval without Relevance Labels.md,Precise Zero-Shot Dense Retrieval without Relevance Labels,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Neural Module Networks (NMN).md,Neural Module Networks (NMN),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Hierarchical Reasoning Model (HRM).md,Hierarchical Reasoning Model (HRM),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Self-Improving Language Models for Evolutionary Program Synthesis- A Case Study on ARC-AGI (SOAR).md,Self-Improving Language Models for Evolutionary Program Synthesis- A Case Study on ARC-AGI (SOAR),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Hybrid computing using a neural network with dynamic external memory.md,Hybrid computing using a neural network with dynamic external memory,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory.md,ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/The Surprising Effectiveness of Test-Time Training for Few-Shot Learning.md,The Surprising Effectiveness of Test-Time Training for Few-Shot Learning,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Olympiad-level formal mathematical reasoning with large language models (AlphaProof).md,Olympiad-level formal mathematical reasoning with large language models (AlphaProof),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/DeeBERT- Dynamic Early Exiting for Accelerating BERT Inference.md,DeeBERT- Dynamic Early Exiting for Accelerating BERT Inference,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/End-To-End Memory Networks (MemN2N).md,End-To-End Memory Networks (MemN2N),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/REALM- Retrieval-Augmented Language Model Pre-Training.md,REALM- Retrieval-Augmented Language Model Pre-Training,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Pointer Networks.md,Pointer Networks,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Enhanced Scene Understanding on 4D Point Cloud.md,Enhanced Scene Understanding on 4D Point Cloud,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Revisiting the Test-Time Scaling of o1-like Models.md,Revisiting the Test-Time Scaling of o1-like Models,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Solver-in-the-Loop- Learning from Differentiable Physics to Interact with Iterative PDE Solvers.md,Solver-in-the-Loop- Learning from Differentiable Physics to Interact with Iterative PDE Solvers,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Don't throw the baby out with the bathwater- How and why deep learning for ARC.md,Don't throw the baby out with the bathwater- How and why deep learning for ARC,3
"/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Using a recurrent network to bind form, color and position into a unified percept.md","Using a recurrent network to bind form, color and position into a unified percept",3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Advancing Process Verification for LLM Reasoning.md,Advancing Process Verification for LLM Reasoning,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Latent Execution for Neural Program Synthesis (LaSynth).md,Latent Execution for Neural Program Synthesis (LaSynth),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Test-Time Learning for Large Language Models (TLM - TTL).md,Test-Time Learning for Large Language Models (TLM - TTL),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/A prototype for data-driven visual attention.md,A prototype for data-driven visual attention,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Adaptive Patch Selection for ViTs via Reinforcement Learning.md,Adaptive Patch Selection for ViTs via Reinforcement Learning,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/RetentiveBEV- BEV transformer for visual 3D object detection.md,RetentiveBEV- BEV transformer for visual 3D object detection,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Hybrid computing using a neural network with dynamic external memory (DNC).md,Hybrid computing using a neural network with dynamic external memory (DNC),3
"/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT).md","Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)",3
"/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/ProofWriter- Generating Implications, Proofs, and Abductive Statements over Natural Language.md","ProofWriter- Generating Implications, Proofs, and Abductive Statements over Natural Language",3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Enhanced Enumeration Techniques for Syntax-Guided Synthesis.md,Enhanced Enumeration Techniques for Syntax-Guided Synthesis,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Neural Machine Translation by Jointly Learning to Align and Translate.md,Neural Machine Translation by Jointly Learning to Align and Translate,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Enhancing Modern SAT Solver With Machine Learning.md,Enhancing Modern SAT Solver With Machine Learning,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Implicit Factorized Transformer (IFactFormer).md,Implicit Factorized Transformer (IFactFormer),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Long Short-Term Memory (LSTM).md,Long Short-Term Memory (LSTM),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/DiffSAT- Differential MaxSAT Layer for SAT Solving.md,DiffSAT- Differential MaxSAT Layer for SAT Solving,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Lie-Access Neural Turing Machines (LANTM).md,Lie-Access Neural Turing Machines (LANTM),3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/ARC-NCA- Towards Developmental Solutions to the Abstraction and Reasoning Corpus.md,ARC-NCA- Towards Developmental Solutions to the Abstraction and Reasoning Corpus,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Nested Learning- The Illusion of Deep Learning Architecture.md,Nested Learning- The Illusion of Deep Learning Architecture,3
/home/jake/Developer/timeline/ARCHIVE/BIBLIOTHEQUE-V1/03 - Computation & Reasoning Mechanisms/Neural networks and physical systems with emergent collective computational abilities.md,Neural networks and physical systems with emergent collective computational abilities,3
